county, state, country, county_full
"Peoria","IL","US","Peoria County"
"Pepin","WI","US","Pepin County"
"Perkins","NE","US","Perkins County"
"Perkins","SD","US","Perkins County"
"Perquimans","NC","US","Perquimans County"
"Perry","AL","US","Perry County"
"Perry","AR","US","Perry County"
"Perry","IL","US","Perry County"
"Perry","IN","US","Perry County"
"Perry","KY","US","Perry County"
"Perry","MO","US","Perry County"
"Perry","MS","US","Perry County"
"Perry","OH","US","Perry County"
"Perry","PA","US","Perry County"
"Perry","TN","US","Perry County"
"Pershing","NV","US","Pershing County"
"Person","NC","US","Person County"
"Petersburg","AK","US","Petersburg Borough"
"Petersburg","VA","US","Petersburg city"
"Petroleum","MT","US","Petroleum County"
"Pettis","MO","US","Pettis County"
"Phelps","MO","US","Phelps County"
"Phelps","NE","US","Phelps County"
"Philadelphia","PA","US","Philadelphia County"
"Phillips","AR","US","Phillips County"
"Phillips","CO","US","Phillips County"
"Phillips","KS","US","Phillips County"
"Phillips","MT","US","Phillips County"
"Piatt","IL","US","Piatt County"
"Pickaway","OH","US","Pickaway County"
"Pickens","AL","US","Pickens County"
"Pickens","GA","US","Pickens County"
"Pickens","SC","US","Pickens County"
"Pickett","TN","US","Pickett County"
"Pierce","GA","US","Pierce County"
"Pierce","ND","US","Pierce County"
"Pierce","NE","US","Pierce County"
"Pierce","WA","US","Pierce County"
"Pierce","WI","US","Pierce County"
"Pike","AL","US","Pike County"
"Pike","AR","US","Pike County"
"Pike","GA","US","Pike County"
"Pike","IL","US","Pike County"
"Pike","IN","US","Pike County"
"Pike","KY","US","Pike County"
"Pike","MO","US","Pike County"
"Pike","MS","US","Pike County"
"Pike","OH","US","Pike County"
"Pike","PA","US","Pike County"
"Pima","AZ","US","Pima County"
"Pinal","AZ","US","Pinal County"
"Pine","MN","US","Pine County"
"Pinellas","FL","US","Pinellas County"
"Pipestone","MN","US","Pipestone County"
"Piscataquis","ME","US","Piscataquis County"
"Pitkin","CO","US","Pitkin County"
"Pitt","NC","US","Pitt County"
"Pittsburg","OK","US","Pittsburg County"
"Pittsylvania","VA","US","Pittsylvania County"
"Piute","UT","US","Piute County"
"Placer","CA","US","Placer County"
"Plaquemines","LA","US","Plaquemines Parish"
"Platte","MO","US","Platte County"
"Platte","NE","US","Platte County"
"Platte","WY","US","Platte County"
"Pleasants","WV","US","Pleasants County"
"Plumas","CA","US","Plumas County"
"Plymouth","IA","US","Plymouth County"
"Plymouth","MA","US","Plymouth County"
"Pocahontas","IA","US","Pocahontas County"
"Pocahontas","WV","US","Pocahontas County"
"Poinsett","AR","US","Poinsett County"
"Pointe Coupee","LA","US","Pointe Coupee Parish"
"Polk","AR","US","Polk County"
"Polk","FL","US","Polk County"
"Polk","GA","US","Polk County"
"Polk","IA","US","Polk County"
"Polk","MN","US","Polk County"
"Polk","MO","US","Polk County"
"Polk","NC","US","Polk County"
"Polk","NE","US","Polk County"
"Polk","OR","US","Polk County"
"Polk","TN","US","Polk County"
"Polk","TX","US","Polk County"
"Polk","WI","US","Polk County"
"Ponce","PR","US","Ponce Municipio"
"Pondera","MT","US","Pondera County"
"Pontotoc","MS","US","Pontotoc County"
"Pontotoc","OK","US","Pontotoc County"
"Pope","AR","US","Pope County"
"Pope","IL","US","Pope County"
"Pope","MN","US","Pope County"
"Poquoson","VA","US","Poquoson city"
"Portage","OH","US","Portage County"
"Portage","WI","US","Portage County"
"Porter","IN","US","Porter County"
"Portsmouth","VA","US","Portsmouth city"
"Posey","IN","US","Posey County"
"Pottawatomie","KS","US","Pottawatomie County"
"Pottawatomie","OK","US","Pottawatomie County"
"Pottawattamie","IA","US","Pottawattamie County"
"Potter","PA","US","Potter County"
"Potter","SD","US","Potter County"
"Potter","TX","US","Potter County"
"Powder River","MT","US","Powder River County"
"Powell","KY","US","Powell County"
"Powell","MT","US","Powell County"
"Power","ID","US","Power County"
"Poweshiek","IA","US","Poweshiek County"
"Powhatan","VA","US","Powhatan County"
"Prairie","AR","US","Prairie County"
"Prairie","MT","US","Prairie County"
"Pratt","KS","US","Pratt County"
"Preble","OH","US","Preble County"
"Prentiss","MS","US","Prentiss County"
"Presidio","TX","US","Presidio County"
"Presque Isle","MI","US","Presque Isle County"
"Preston","WV","US","Preston County"
"Price","WI","US","Price County"
"Prince Edward","VA","US","Prince Edward County"
"Prince George","VA","US","Prince George County"
"Prince George's","MD","US","Prince George's County"
"Prince of Wales-Hyder","AK","US","Prince of Wales-Hyder Census Area"
"Prince William","VA","US","Prince William County"
"Providence","RI","US","Providence County"
"Prowers","CO","US","Prowers County"
"Pueblo","CO","US","Pueblo County"
"Pulaski","AR","US","Pulaski County"
"Pulaski","GA","US","Pulaski County"
"Pulaski","IL","US","Pulaski County"
"Pulaski","IN","US","Pulaski County"
"Pulaski","KY","US","Pulaski County"
"Pulaski","MO","US","Pulaski County"
"Pulaski","VA","US","Pulaski County"
"Pushmataha","OK","US","Pushmataha County"
"Putnam","FL","US","Putnam County"
"Putnam","GA","US","Putnam County"
"Putnam","IL","US","Putnam County"
"Putnam","IN","US","Putnam County"
"Putnam","MO","US","Putnam County"
"Putnam","NY","US","Putnam County"
"Putnam","OH","US","Putnam County"
"Putnam","TN","US","Putnam County"
"Putnam","WV","US","Putnam County"
"Quay","NM","US","Quay County"
"Quebradillas","PR","US","Quebradillas Municipio"
"Queen Anne's","MD","US","Queen Anne's County"
"Queens","NY","US","Queens County"
"Quitman","GA","US","Quitman County"
"Quitman","MS","US","Quitman County"
"Rabun","GA","US","Rabun County"
"Racine","WI","US","Racine County"
"Radford","VA","US","Radford city"
"Rains","TX","US","Rains County"
"Raleigh","WV","US","Raleigh County"
"Ralls","MO","US","Ralls County"
"Ramsey","MN","US","Ramsey County"
"Ramsey","ND","US","Ramsey County"
"Randall","TX","US","Randall County"
"Randolph","AL","US","Randolph County"
"Randolph","AR","US","Randolph County"
"Randolph","GA","US","Randolph County"
"Randolph","IL","US","Randolph County"
"Randolph","IN","US","Randolph County"
"Randolph","MO","US","Randolph County"
"Randolph","NC","US","Randolph County"
"Randolph","WV","US","Randolph County"
"Rankin","MS","US","Rankin County"
"Ransom","ND","US","Ransom County"
"Rapides","LA","US","Rapides Parish"
"Rappahannock","VA","US","Rappahannock County"
"Ravalli","MT","US","Ravalli County"
"Rawlins","KS","US","Rawlins County"
"Ray","MO","US","Ray County"
"Reagan","TX","US","Reagan County"
"Real","TX","US","Real County"
"Red Lake","MN","US","Red Lake County"
"Red River","LA","US","Red River Parish"
"Red River","TX","US","Red River County"
"Red Willow","NE","US","Red Willow County"
"Redwood","MN","US","Redwood County"
"Reeves","TX","US","Reeves County"
"Refugio","TX","US","Refugio County"
"Reno","KS","US","Reno County"
"Rensselaer","NY","US","Rensselaer County"
"Renville","MN","US","Renville County"
"Renville","ND","US","Renville County"
"Republic","KS","US","Republic County"
"Reynolds","MO","US","Reynolds County"
"Rhea","TN","US","Rhea County"
"Rice","KS","US","Rice County"
"Rice","MN","US","Rice County"
"Rich","UT","US","Rich County"
"Richardson","NE","US","Richardson County"
"Richland","IL","US","Richland County"
"Richland","LA","US","Richland Parish"
"Richland","MT","US","Richland County"
"Richland","ND","US","Richland County"
"Richland","OH","US","Richland County"
"Richland","SC","US","Richland County"
"Richland","WI","US","Richland County"
"Richmond","GA","US","Richmond County"
"Richmond","NC","US","Richmond County"
"Richmond","NY","US","Richmond County"
"Richmond","VA","US","Richmond city"
"Richmond","VA","US","Richmond County"
"Riley","KS","US","Riley County"
"Rincón","PR","US","Rincón Municipio"
"Ringgold","IA","US","Ringgold County"
"Rio Arriba","NM","US","Rio Arriba County"
"Rio Blanco","CO","US","Rio Blanco County"
"Rio Grande","CO","US","Rio Grande County"
"Río Grande","PR","US","Río Grande Municipio"
"Ripley","IN","US","Ripley County"
"Ripley","MO","US","Ripley County"
"Ritchie","WV","US","Ritchie County"
"Riverside","CA","US","Riverside County"
"Roane","TN","US","Roane County"
"Roane","WV","US","Roane County"
"Roanoke","VA","US","Roanoke city"
"Roanoke","VA","US","Roanoke County"
"Roberts","SD","US","Roberts County"
"Roberts","TX","US","Roberts County"
"Robertson","KY","US","Robertson County"
"Robertson","TN","US","Robertson County"
"Robertson","TX","US","Robertson County"
"Robeson","NC","US","Robeson County"
"Rock","MN","US","Rock County"
"Rock","NE","US","Rock County"
"Rock","WI","US","Rock County"
"Rock Island","IL","US","Rock Island County"
"Rockbridge","VA","US","Rockbridge County"
"Rockcastle","KY","US","Rockcastle County"
"Rockdale","GA","US","Rockdale County"
"Rockingham","NC","US","Rockingham County"
"Rockingham","NH","US","Rockingham County"
"Rockingham","VA","US","Rockingham County"
"Rockland","NY","US","Rockland County"
"Rockwall","TX","US","Rockwall County"
"Roger Mills","OK","US","Roger Mills County"
"Rogers","OK","US","Rogers County"
"Rolette","ND","US","Rolette County"
"Rooks","KS","US","Rooks County"
"Roosevelt","MT","US","Roosevelt County"
"Roosevelt","NM","US","Roosevelt County"
"Roscommon","MI","US","Roscommon County"
"Rose Island","AS","US","Rose Island"
"Roseau","MN","US","Roseau County"
"Rosebud","MT","US","Rosebud County"
"Ross","OH","US","Ross County"
"Rota","MP","US","Rota Municipality"
"Routt","CO","US","Routt County"
"Rowan","KY","US","Rowan County"
"Rowan","NC","US","Rowan County"
"Runnels","TX","US","Runnels County"
"Rush","IN","US","Rush County"
"Rush","KS","US","Rush County"
"Rusk","TX","US","Rusk County"
"Rusk","WI","US","Rusk County"
"Russell","AL","US","Russell County"
"Russell","KS","US","Russell County"
"Russell","KY","US","Russell County"
"Russell","VA","US","Russell County"
"Rutherford","NC","US","Rutherford County"
"Rutherford","TN","US","Rutherford County"
"Rutland","VT","US","Rutland County"
"Sabana Grande","PR","US","Sabana Grande Municipio"
"Sabine","LA","US","Sabine Parish"
"Sabine","TX","US","Sabine County"
"Sac","IA","US","Sac County"
"Sacramento","CA","US","Sacramento County"
"Sagadahoc","ME","US","Sagadahoc County"
"Saginaw","MI","US","Saginaw County"
"Saguache","CO","US","Saguache County"
"Saipan","MP","US","Saipan Municipality"
"Salem","NJ","US","Salem County"
"Salem","VA","US","Salem city"
"Salinas","PR","US","Salinas Municipio"
"Saline","AR","US","Saline County"
"Saline","IL","US","Saline County"
"Saline","KS","US","Saline County"
"Saline","MO","US","Saline County"
"Saline","NE","US","Saline County"
"Salt Lake","UT","US","Salt Lake County"
"Saluda","SC","US","Saluda County"
"Sampson","NC","US","Sampson County"
"San Augustine","TX","US","San Augustine County"
"San Benito","CA","US","San Benito County"
"San Bernardino","CA","US","San Bernardino County"
"San Diego","CA","US","San Diego County"
"San Francisco","CA","US","San Francisco County"
"San Germán","PR","US","San Germán Municipio"
"San Jacinto","TX","US","San Jacinto County"
"San Joaquin","CA","US","San Joaquin County"
"San Juan","CO","US","San Juan County"
"San Juan","NM","US","San Juan County"
"San Juan","PR","US","San Juan Municipio"
"San Juan","UT","US","San Juan County"
"San Juan","WA","US","San Juan County"
"San Lorenzo","PR","US","San Lorenzo Municipio"
"San Luis Obispo","CA","US","San Luis Obispo County"
"San Mateo","CA","US","San Mateo County"
"San Miguel","CO","US","San Miguel County"
"San Miguel","NM","US","San Miguel County"
"San Patricio","TX","US","San Patricio County"
"San Saba","TX","US","San Saba County"
"San Sebastián","PR","US","San Sebastián Municipio"
"Sanborn","SD","US","Sanborn County"
"Sanders","MT","US","Sanders County"
"Sandoval","NM","US","Sandoval County"
"Sandusky","OH","US","Sandusky County"
"Sangamon","IL","US","Sangamon County"
"Sanilac","MI","US","Sanilac County"
"Sanpete","UT","US","Sanpete County"
"Santa Barbara","CA","US","Santa Barbara County"
"Santa Clara","CA","US","Santa Clara County"
"Santa Cruz","AZ","US","Santa Cruz County"
"Santa Cruz","CA","US","Santa Cruz County"
"Santa Fe","NM","US","Santa Fe County"
"Santa Isabel","PR","US","Santa Isabel Municipio"
"Santa Rosa","FL","US","Santa Rosa County"
"Sarasota","FL","US","Sarasota County"
"Saratoga","NY","US","Saratoga County"
"Sargent","ND","US","Sargent County"
"Sarpy","NE","US","Sarpy County"
"Sauk","WI","US","Sauk County"
"Saunders","NE","US","Saunders County"
"Sawyer","WI","US","Sawyer County"
"Schenectady","NY","US","Schenectady County"
"Schleicher","TX","US","Schleicher County"
"Schley","GA","US","Schley County"
"Schoharie","NY","US","Schoharie County"
"Schoolcraft","MI","US","Schoolcraft County"
"Schuyler","IL","US","Schuyler County"
"Schuyler","MO","US","Schuyler County"
"Schuyler","NY","US","Schuyler County"
"Schuylkill","PA","US","Schuylkill County"
"Scioto","OH","US","Scioto County"
"Scotland","MO","US","Scotland County"
"Scotland","NC","US","Scotland County"
"Scott","AR","US","Scott County"
"Scott","IA","US","Scott County"
"Scott","IL","US","Scott County"
"Scott","IN","US","Scott County"
"Scott","KS","US","Scott County"
"Scott","KY","US","Scott County"
"Scott","MN","US","Scott County"
"Scott","MO","US","Scott County"
"Scott","MS","US","Scott County"
"Scott","TN","US","Scott County"
"Scott","VA","US","Scott County"
"Scotts Bluff","NE","US","Scotts Bluff County"
"Screven","GA","US","Screven County"
"Scurry","TX","US","Scurry County"
"Searcy","AR","US","Searcy County"
"Sebastian","AR","US","Sebastian County"
"Sedgwick","CO","US","Sedgwick County"
"Sedgwick","KS","US","Sedgwick County"
"Seminole","FL","US","Seminole County"
"Seminole","GA","US","Seminole County"
"Seminole","OK","US","Seminole County"
"Seneca","NY","US","Seneca County"
"Seneca","OH","US","Seneca County"
"Sequatchie","TN","US","Sequatchie County"
"Sequoyah","OK","US","Sequoyah County"
"Sevier","AR","US","Sevier County"
"Sevier","TN","US","Sevier County"
"Sevier","UT","US","Sevier County"
"Seward","KS","US","Seward County"
"Seward","NE","US","Seward County"
"Shackelford","TX","US","Shackelford County"
"Shannon","MO","US","Shannon County"
"Sharkey","MS","US","Sharkey County"
"Sharp","AR","US","Sharp County"
"Shasta","CA","US","Shasta County"
"Shawano","WI","US","Shawano County"
"Shawnee","KS","US","Shawnee County"
"Sheboygan","WI","US","Sheboygan County"
"Shelby","AL","US","Shelby County"
"Shelby","IA","US","Shelby County"
"Shelby","IL","US","Shelby County"
"Shelby","IN","US","Shelby County"
"Shelby","KY","US","Shelby County"
"Shelby","MO","US","Shelby County"
"Shelby","OH","US","Shelby County"
"Shelby","TN","US","Shelby County"
"Shelby","TX","US","Shelby County"
"Shenandoah","VA","US","Shenandoah County"
"Sherburne","MN","US","Sherburne County"
"Sheridan","KS","US","Sheridan County"
"Sheridan","MT","US","Sheridan County"
"Sheridan","ND","US","Sheridan County"
"Sheridan","NE","US","Sheridan County"
"Sheridan","WY","US","Sheridan County"
"Sherman","KS","US","Sherman County"
"Sherman","NE","US","Sherman County"
"Sherman","OR","US","Sherman County"
"Sherman","TX","US","Sherman County"
"Shiawassee","MI","US","Shiawassee County"
"Shoshone","ID","US","Shoshone County"
"Sibley","MN","US","Sibley County"
"Sierra","CA","US","Sierra County"
"Sierra","NM","US","Sierra County"
"Silver Bow","MT","US","Silver Bow County"
"Simpson","KY","US","Simpson County"
"Simpson","MS","US","Simpson County"
"Sioux","IA","US","Sioux County"
"Sioux","ND","US","Sioux County"
"Sioux","NE","US","Sioux County"
"Siskiyou","CA","US","Siskiyou County"
"Sitka","AK","US","Sitka City and Borough"
"Skagit","WA","US","Skagit County"
"Skagway","AK","US","Skagway Municipality"
"Skamania","WA","US","Skamania County"
"Slope","ND","US","Slope County"
"Smith","KS","US","Smith County"
"Smith","MS","US","Smith County"
"Smith","TN","US","Smith County"
"Smith","TX","US","Smith County"
"Smyth","VA","US","Smyth County"
"Snohomish","WA","US","Snohomish County"
"Snyder","PA","US","Snyder County"
"Socorro","NM","US","Socorro County"
"Solano","CA","US","Solano County"
"Somerset","MD","US","Somerset County"
"Somerset","ME","US","Somerset County"
"Somerset","NJ","US","Somerset County"
"Somerset","PA","US","Somerset County"
"Somervell","TX","US","Somervell County"
"Sonoma","CA","US","Sonoma County"
"Southampton","VA","US","Southampton County"
"Southeast Fairbanks","AK","US","Southeast Fairbanks Census Area"
"Spalding","GA","US","Spalding County"
"Spartanburg","SC","US","Spartanburg County"
"Spencer","IN","US","Spencer County"
"Spencer","KY","US","Spencer County"
"Spink","SD","US","Spink County"
"Spokane","WA","US","Spokane County"
"Spotsylvania","VA","US","Spotsylvania County"
"St. Bernard","LA","US","St. Bernard Parish"
"St. Charles","LA","US","St. Charles Parish"
"St. Charles","MO","US","St. Charles County"
"St. Clair","AL","US","St. Clair County"
"St. Clair","IL","US","St. Clair County"
"St. Clair","MI","US","St. Clair County"
"St. Clair","MO","US","St. Clair County"
"St. Croix","VI","US","St. Croix Island"
"St. Croix","WI","US","St. Croix County"
"St. Francis","AR","US","St. Francis County"
"St. Francois","MO","US","St. Francois County"
"St. Helena","LA","US","St. Helena Parish"
"St. James","LA","US","St. James Parish"
"St. John","VI","US","St. John Island"
"St. John the Baptist","LA","US","St. John the Baptist Parish"
"St. Johns","FL","US","St. Johns County"
"St. Joseph","IN","US","St. Joseph County"
"St. Joseph","MI","US","St. Joseph County"
"St. Landry","LA","US","St. Landry Parish"
"St. Lawrence","NY","US","St. Lawrence County"
"St. Louis","MN","US","St. Louis County"
"St. Louis","MO","US","St. Louis city"
"St. Louis","MO","US","St. Louis County"
"St. Lucie","FL","US","St. Lucie County"
"St. Martin","LA","US","St. Martin Parish"
"St. Mary","LA","US","St. Mary Parish"
"St. Mary's","MD","US","St. Mary's County"
"St. Tammany","LA","US","St. Tammany Parish"
"St. Thomas","VI","US","St. Thomas Island"
"Stafford","KS","US","Stafford County"
"Stafford","VA","US","Stafford County"
"Stanislaus","CA","US","Stanislaus County"
"Stanley","SD","US","Stanley County"
"Stanly","NC","US","Stanly County"
"Stanton","KS","US","Stanton County"
"Stanton","NE","US","Stanton County"
"Stark","IL","US","Stark County"
"Stark","ND","US","Stark County"
"Stark","OH","US","Stark County"
"Starke","IN","US","Starke County"
"Starr","TX","US","Starr County"
"Staunton","VA","US","Staunton city"
"Ste. Genevieve","MO","US","Ste. Genevieve County"
"Stearns","MN","US","Stearns County"
"Steele","MN","US","Steele County"
"Steele","ND","US","Steele County"
"Stephens","GA","US","Stephens County"
"Stephens","OK","US","Stephens County"
"Stephens","TX","US","Stephens County"
"Stephenson","IL","US","Stephenson County"
"Sterling","TX","US","Sterling County"
"Steuben","IN","US","Steuben County"
"Steuben","NY","US","Steuben County"
"Stevens","KS","US","Stevens County"
"Stevens","MN","US","Stevens County"
"Stevens","WA","US","Stevens County"
"Stewart","GA","US","Stewart County"
"Stewart","TN","US","Stewart County"
"Stillwater","MT","US","Stillwater County"
"Stoddard","MO","US","Stoddard County"
"Stokes","NC","US","Stokes County"
"Stone","AR","US","Stone County"
"Stone","MO","US","Stone County"
"Stone","MS","US","Stone County"
"Stonewall","TX","US","Stonewall County"
"Storey","NV","US","Storey County"
"Story","IA","US","Story County"
"Strafford","NH","US","Strafford County"
"Stutsman","ND","US","Stutsman County"
"Sublette","WY","US","Sublette County"
"Suffolk","MA","US","Suffolk County"
"Suffolk","NY","US","Suffolk County"
"Suffolk","VA","US","Suffolk city"
"Sullivan","IN","US","Sullivan County"
"Sullivan","MO","US","Sullivan County"
"Sullivan","NH","US","Sullivan County"
"Sullivan","NY","US","Sullivan County"
"Sullivan","PA","US","Sullivan County"
"Sullivan","TN","US","Sullivan County"
"Sully","SD","US","Sully County"
"Summers","WV","US","Summers County"
"Summit","CO","US","Summit County"
"Summit","OH","US","Summit County"
"Summit","UT","US","Summit County"
"Sumner","KS","US","Sumner County"
"Sumner","TN","US","Sumner County"
"Sumter","AL","US","Sumter County"
"Sumter","FL","US","Sumter County"
"Sumter","GA","US","Sumter County"
"Sumter","SC","US","Sumter County"
"Sunflower","MS","US","Sunflower County"
"Surry","NC","US","Surry County"
"Surry","VA","US","Surry County"
"Susquehanna","PA","US","Susquehanna County"
"Sussex","DE","US","Sussex County"
"Sussex","NJ","US","Sussex County"
"Sussex","VA","US","Sussex County"
"Sutter","CA","US","Sutter County"
"Sutton","TX","US","Sutton County"
"Suwannee","FL","US","Suwannee County"
"Swain","NC","US","Swain County"
"Swains Island","AS","US","Swains Island"
"Sweet Grass","MT","US","Sweet Grass County"
"Sweetwater","WY","US","Sweetwater County"
"Swift","MN","US","Swift County"
"Swisher","TX","US","Swisher County"
"Switzerland","IN","US","Switzerland County"
"Talbot","GA","US","Talbot County"
"Talbot","MD","US","Talbot County"
"Taliaferro","GA","US","Taliaferro County"
"Talladega","AL","US","Talladega County"
"Tallahatchie","MS","US","Tallahatchie County"
"Tallapoosa","AL","US","Tallapoosa County"
"Tama","IA","US","Tama County"
"Taney","MO","US","Taney County"
"Tangipahoa","LA","US","Tangipahoa Parish"
"Taos","NM","US","Taos County"
"Tarrant","TX","US","Tarrant County"
"Tate","MS","US","Tate County"
"Tattnall","GA","US","Tattnall County"
"Taylor","FL","US","Taylor County"
"Taylor","GA","US","Taylor County"
"Taylor","IA","US","Taylor County"
"Taylor","KY","US","Taylor County"
"Taylor","TX","US","Taylor County"
"Taylor","WI","US","Taylor County"
"Taylor","WV","US","Taylor County"
"Tazewell","IL","US","Tazewell County"
"Tazewell","VA","US","Tazewell County"
"Tehama","CA","US","Tehama County"
"Telfair","GA","US","Telfair County"
"Teller","CO","US","Teller County"
"Tensas","LA","US","Tensas Parish"
"Terrebonne","LA","US","Terrebonne Parish"
"Terrell","GA","US","Terrell County"
"Terrell","TX","US","Terrell County"
"Terry","TX","US","Terry County"
"Teton","ID","US","Teton County"
"Teton","MT","US","Teton County"
"Teton","WY","US","Teton County"
"Texas","MO","US","Texas County"
"Texas","OK","US","Texas County"
"Thayer","NE","US","Thayer County"
"Thomas","GA","US","Thomas County"
"Thomas","KS","US","Thomas County"
"Thomas","NE","US","Thomas County"
"Throckmorton","TX","US","Throckmorton County"
"Thurston","NE","US","Thurston County"
"Thurston","WA","US","Thurston County"
"Tift","GA","US","Tift County"
"Tillamook","OR","US","Tillamook County"
"Tillman","OK","US","Tillman County"
"Tinian","MP","US","Tinian Municipality"
"Tioga","NY","US","Tioga County"
"Tioga","PA","US","Tioga County"
"Tippah","MS","US","Tippah County"
"Tippecanoe","IN","US","Tippecanoe County"
"Tipton","IN","US","Tipton County"
"Tipton","TN","US","Tipton County"
"Tishomingo","MS","US","Tishomingo County"
"Titus","TX","US","Titus County"
"Toa Alta","PR","US","Toa Alta Municipio"
"Toa Baja","PR","US","Toa Baja Municipio"
"Todd","KY","US","Todd County"
"Todd","MN","US","Todd County"
"Todd","SD","US","Todd County"
"Tolland","CT","US","Tolland County"
"Tom Green","TX","US","Tom Green County"
"Tompkins","NY","US","Tompkins County"
"Tooele","UT","US","Tooele County"
"Toole","MT","US","Toole County"
"Toombs","GA","US","Toombs County"
"Torrance","NM","US","Torrance County"
"Towner","ND","US","Towner County"
"Towns","GA","US","Towns County"
"Traill","ND","US","Traill County"
"Transylvania","NC","US","Transylvania County"
"Traverse","MN","US","Traverse County"
"Travis","TX","US","Travis County"
"Treasure","MT","US","Treasure County"
"Trego","KS","US","Trego County"
"Trempealeau","WI","US","Trempealeau County"
"Treutlen","GA","US","Treutlen County"
"Trigg","KY","US","Trigg County"
"Trimble","KY","US","Trimble County"
"Trinity","CA","US","Trinity County"
"Trinity","TX","US","Trinity County"
"Tripp","SD","US","Tripp County"
"Troup","GA","US","Troup County"
"Trousdale","TN","US","Trousdale County"
"Trujillo Alto","PR","US","Trujillo Alto Municipio"
"Trumbull","OH","US","Trumbull County"
"Tucker","WV","US","Tucker County"
"Tulare","CA","US","Tulare County"
"Tulsa","OK","US","Tulsa County"
"Tunica","MS","US","Tunica County"
"Tuolumne","CA","US","Tuolumne County"
"Turner","GA","US","Turner County"
"Turner","SD","US","Turner County"
"Tuscaloosa","AL","US","Tuscaloosa County"
"Tuscarawas","OH","US","Tuscarawas County"
"Tuscola","MI","US","Tuscola County"
"Twiggs","GA","US","Twiggs County"
"Twin Falls","ID","US","Twin Falls County"
"Tyler","TX","US","Tyler County"
"Tyler","WV","US","Tyler County"
"Tyrrell","NC","US","Tyrrell County"
"Uinta","WY","US","Uinta County"
"Uintah","UT","US","Uintah County"
"Ulster","NY","US","Ulster County"
"Umatilla","OR","US","Umatilla County"
"Unicoi","TN","US","Unicoi County"
"Union","AR","US","Union County"
"Union","FL","US","Union County"
"Union","GA","US","Union County"
"Union","IA","US","Union County"
"Union","IL","US","Union County"
"Union","IN","US","Union County"
"Union","KY","US","Union County"
"Union","LA","US","Union Parish"
"Union","MS","US","Union County"
"Union","NC","US","Union County"
"Union","NJ","US","Union County"
"Union","NM","US","Union County"
"Union","OH","US","Union County"
"Union","OR","US","Union County"
"Union","PA","US","Union County"
"Union","SC","US","Union County"
"Union","SD","US","Union County"
"Union","TN","US","Union County"
"Upshur","TX","US","Upshur County"
"Upshur","WV","US","Upshur County"
"Upson","GA","US","Upson County"
"Upton","TX","US","Upton County"
"Utah","UT","US","Utah County"
"Utuado","PR","US","Utuado Municipio"
"Uvalde","TX","US","Uvalde County"
"Val Verde","TX","US","Val Verde County"
"Valdez-Cordova","AK","US","Valdez-Cordova Census Area"
"Valencia","NM","US","Valencia County"
"Valley","ID","US","Valley County"
"Valley","MT","US","Valley County"
"Valley","NE","US","Valley County"
"Van Buren","AR","US","Van Buren County"
"Van Buren","IA","US","Van Buren County"
"Van Buren","MI","US","Van Buren County"
"Van Buren","TN","US","Van Buren County"
"Van Wert","OH","US","Van Wert County"
"Van Zandt","TX","US","Van Zandt County"
"Vance","NC","US","Vance County"
"Vanderburgh","IN","US","Vanderburgh County"
"Vega Alta","PR","US","Vega Alta Municipio"
"Vega Baja","PR","US","Vega Baja Municipio"
"Venango","PA","US","Venango County"
"Ventura","CA","US","Ventura County"
"Vermilion","IL","US","Vermilion County"
"Vermilion","LA","US","Vermilion Parish"
"Vermillion","IN","US","Vermillion County"
"Vernon","LA","US","Vernon Parish"
"Vernon","MO","US","Vernon County"
"Vernon","WI","US","Vernon County"
"Victoria","TX","US","Victoria County"
"Vieques","PR","US","Vieques Municipio"
"Vigo","IN","US","Vigo County"
"Vilas","WI","US","Vilas County"
"Villalba","PR","US","Villalba Municipio"
"Vinton","OH","US","Vinton County"
"Virginia Beach","VA","US","Virginia Beach city"
"Volusia","FL","US","Volusia County"
"Wabash","IL","US","Wabash County"
"Wabash","IN","US","Wabash County"
"Wabasha","MN","US","Wabasha County"
"Wabaunsee","KS","US","Wabaunsee County"
"Wadena","MN","US","Wadena County"
"Wagoner","OK","US","Wagoner County"
"Wahkiakum","WA","US","Wahkiakum County"
"Wake","NC","US","Wake County"
"Wakulla","FL","US","Wakulla County"
"Waldo","ME","US","Waldo County"
"Walker","AL","US","Walker County"
"Walker","GA","US","Walker County"
"Walker","TX","US","Walker County"
"Walla Walla","WA","US","Walla Walla County"
"Wallace","KS","US","Wallace County"
"Waller","TX","US","Waller County"
"Wallowa","OR","US","Wallowa County"
"Walsh","ND","US","Walsh County"
"Walthall","MS","US","Walthall County"
"Walton","FL","US","Walton County"
"Walton","GA","US","Walton County"
"Walworth","SD","US","Walworth County"
"Walworth","WI","US","Walworth County"
"Wapello","IA","US","Wapello County"
"Ward","ND","US","Ward County"
"Ward","TX","US","Ward County"
"Ware","GA","US","Ware County"
"Warren","GA","US","Warren County"
"Warren","IA","US","Warren County"
"Warren","IL","US","Warren County"
"Warren","IN","US","Warren County"
"Warren","KY","US","Warren County"
"Warren","MO","US","Warren County"
"Warren","MS","US","Warren County"
"Warren","NC","US","Warren County"
"Warren","NJ","US","Warren County"
"Warren","NY","US","Warren County"
"Warren","OH","US","Warren County"
"Warren","PA","US","Warren County"
"Warren","TN","US","Warren County"
"Warren","VA","US","Warren County"
"Warrick","IN","US","Warrick County"
"Wasatch","UT","US","Wasatch County"
